member_id|subscriber_id|card_id|family_id|relationship|first_name|middle_name|last_name|member_suffix|dob|gender|address_1|address_2|city|state|zip_code|work_email_address|personal_email_address|home_phone_number|work_phone_number|benefit_plan_id|health_benefit_plan_name|network_code|enrollment_effective_date|enrollment_term_date|eligibility_group_number|eligibility_group_name
88552155701|885521557|885521557|01|01|Shafira||Fortmann||19850124|F|4182 HYACINTH AVE||MOLINE|IL|61265|shafira.fortmann@WorkEmail.com||5603317166|4768288047|A|A|PZD|20120324|20331231|PZD8949999|TYPS Holdings North America
88801148901|888011489|888011489|01|01|Quintessa||Soliz||19760321|F|15068 WHITE OAK RUN DR||DAVENPORT|IA|52803|quintessa.soliz@WorkEmail.com||5473699374|4111324395|A|A|PZD|20040101|20331231|PZD8949999|TYPS Holdings North America
88314605700|883146057|883146057|00|18|Davis|M|Alli||19810225|M|3998 BILLOPS ST||GENESEO|IL|61254|davis.alli@WorkEmail.com|davismalli@gmail.com|4736167979|3963789655|A|A|PZD|20011001|20331231|PZD8949999|TYPS Holdings North America
88314605701|883146057|883146057|01|01|Rebekah||Alli||19810404|F|3998 BILLOPS ST||GENESEO|IL|61254|rebekah.alli@WorkEmail.com||4736167979|6192232798|A|A|PZD|20040612|20331231|PZD8949999|TYPS Holdings North America
88995248502|889952485|889952485|02|01|Kelly||Holderfield||19810903|F|16438 MOREL AVE||TIPTON|IA|52772|kelly.holderfield@WorkEmail.com||9297574572|5378228924|A|A|PZD|20230301|20331231|PZD8949999|TYPS Holdings North America
88487138000|884871380|884871380|00|18|Tate|W|Hurdle||19620329|M|771 FLORENCE ST||DAVENPORT|IA|52804|tate.hurdle@WorkEmail.com|tatewhurdle@gmail.com|1255484065|1326212566|B|B|PZD|20220401|20331231|PZD8949999|TYPS Holdings North America
88742288801|887422888|887422888|01|01|Cynthia|M|Burciaga||19760518|F|344 S 12TH ST||DAVENPORT|IA|52804|cynthia.burciaga@WorkEmail.com|cynthiamburciaga@gmail.com|2230150606|2758504729|A|A|PZD|20011001|20331231|PZD8949999|TYPS Holdings North America
88742288800|887422888|887422888|00|18|Lane|L|Burciaga||19750415|M|344 S 12TH ST||DAVENPORT|IA|52804|lane.burciaga@WorkEmail.com|lanelburciaga@gmail.com|2230150606|4317126274|A|A|PZD|20011001|20331231|PZD8949999|TYPS Holdings North America
88233777200|882337772|882337772|00|18|Judah||Schoenstein||19700501|M|4315 RUE SPLENDEUR||ELK RUN HEIGHTS|IA|50707|judah.schoenstein@WorkEmail.com||4990761233|2447846001|A|A|PZD|20230101|20331231|PZD8949999|TYPS Holdings North America
88426471100|884264711|884264711|00|18|Otto||Tamburrino||19571121|M|8775 FIELD DR||DAVENPORT|IA|52802|otto.tamburrino@WorkEmail.com||2028647642|5809178119|HN|HN|FPO|20191101|20331231|FPO7949699|Barney Healthcare System
88678290000|886782900|886782900|00|18|Steven||Timmermans||19680522|M|5085 FLOYNELL DR||COLONA|IL|61241|steven.timmermans@WorkEmail.com||8704844308|8718719398|A|A|PZD|20230101|20331231|PZD8949999|TYPS Holdings North America
88239009905|882390099|882390099|05|01|Hermione||Waelti||19701020|F|2842 KING CHARLES DR||PINEDALE|WY|82941|hermione.waelti@WorkEmail.com||1505536077|7566320202|A|A|PZD|20150730|20331231|PZD8949999|TYPS Holdings North America
88927957601|889279576|889279576|01|01|Kristen||Milke||19840312|F|14344 ELMBRIDGE AVE||MOLINE|IL|61265|kristen.milke@WorkEmail.com||3306611678|1977668530|A|A|PZD|20191001|20331231|PZD8949999|TYPS Holdings North America
88105052901|881050529|881050529|01|01|Maggy|L|Masci||19760228|F|1675 SIERRA VISTA DR||MOLINE|IL|61265|maggy.masci@WorkEmail.com|maggylmasci@gmail.com|9875471806|8328509046|A|A|PZD|20080101|20331231|PZD8949999|TYPS Holdings North America
88105052900|881050529|881050529|00|18|Nissim||Masci||19750410|M|1675 SIERRA VISTA DR||MOLINE|IL|61265|nissim.masci@WorkEmail.com||9875471806|8454475319|A|A|PZD|20080101|20331231|PZD8949999|TYPS Holdings North America
88595335900|885953359|885953359|00|18|Finn||Karayan||19840226|M|15020 TOWER CT||ROCK ISLAND|IL|61201|finn.karayan@WorkEmail.com||6105630826|8044821047|A|A|PZD|20060201|20331231|PZD8949999|TYPS Holdings North America
88193868200|881938682|881938682|00|18|Mohammad||Maben||19800107|M|6227 TIGER TRACE AVE||ELDRIDGE|IA|52748|mohammad.maben@WorkEmail.com||6271351445|6742327199|A|A|PZD|20050401|20331231|PZD8949999|TYPS Holdings North America
88760641800|887606418|887606418|00|18|Nero||Tankersly||19661202|M|10368 AVENUE F||DAVENPORT|IA|52804|nero.tankersly@WorkEmail.com||2376902475|5825336654|B|B|PZD|20221101|20331231|PZD8949999|TYPS Holdings North America
88591134800|885911348|885911348|00|18|Ralph|E|Clater|III|19610115|M|14402 TOWN DR||BLUE GRASS|IA|52726|ralph.clater@WorkEmail.com|ralpheclater@gmail.com|2371951309|4082929450|B|B|PZD|20190201|20331231|PZD8949999|TYPS Holdings North America
88704466101|887044661|887044661|01|01|Alika|M|Morarity||19731114|F|1333 SAINT ALBAN'S DR||SHERRARD|IL|61281|alika.morarity@WorkEmail.com|alikammorarity@gmail.com|1082605811|3642474627|A|A|PZD|19990626|20331231|PZD8949999|TYPS Holdings North America
88479780901|884797809|884797809|01|01|Halee||Gilliard||19860202|F|5355 JONES CREEK RD||BETTENDORF|IA|52722|halee.gilliard@WorkEmail.com||8169698696|2359564881|A|A|PZD|20130401|20331231|PZD8949999|TYPS Holdings North America
88479780900|884797809|884797809|00|18|Tate||Gilliard||19860921|M|5355 JONES CREEK RD||BETTENDORF|IA|52722|tate.gilliard@WorkEmail.com||8169698696|2565541705|A|A|PZD|20130401|20331231|PZD8949999|TYPS Holdings North America
88849026000|888490260|888490260|00|18|Emerson|R|Schlemmer||19691217|M|1231 OLDE OAKS DR||TAYLOR RIDGE|IL|61284|emerson.schlemmer@WorkEmail.com|emersonrschlemmer@gmail.com|5789349293|6471600276|A|A|PZD|19950101|20331231|PZD8949999|TYPS Holdings North America
88317291701|883172917|883172917|01|01|Alika||Jethva||19830901|F|10212 PATRIOT DR||CLINTON|IA|52732|alika.jethva@WorkEmail.com||1395500012|8889030218|A|A|PZD|20110730|20331231|PZD8949999|TYPS Holdings North America
88317291700|883172917|883172917|00|18|Herrod|L|Jethva||19831221|M|10212 PATRIOT DR||CLINTON|IA|52732|herrod.jethva@WorkEmail.com|herrodljethva@gmail.com|1395500012|7249821652|A|A|PZD|20080101|20331231|PZD8949999|TYPS Holdings North America
88954818400|889548184|889548184|00|18|Chanda||Karsnak||19630126|F|9788 TANGLEWOOD DR||BETTENDORF|IA|52722|chanda.karsnak@WorkEmail.com||4658899265|1786906416|B|B|PZD|20211009|20331231|PZD8949999|TYPS Holdings North America
88188277600|881882776|881882776|00|18|Gavin||Most||19740402|M|1672 ROBIN ST||ALBANY|IL|61230|gavin.most@WorkEmail.com||8507109391|5770181966|A|A|PZD|20230101|20331231|PZD8949999|TYPS Holdings North America
88760002300|887600023|887600023|00|18|Emi|J|Wanders||19570722|F|3423 RUE D'ORLEANS||DAVENPORT|IA|52802|emi.wanders@WorkEmail.com|emijwanders@gmail.com|3731303224|9745365427|HN|HN|FPO|20191101|20331231|FPO7949699|Barney Healthcare System
88202341401|882023414|882023414|01|01|Carol|J|Bohney||19591209|F|11556 DARRYL DR||COAL VALLEY|IL|61240|carol.bohney@WorkEmail.com|caroljbohney@gmail.com|5833717552|6128314416|B|B|PZD|20160701|20331231|PZD8949999|TYPS Holdings North America
88649106600|886491066|886491066|00|18|Valentine||Longbotham||19820309|M|11575 TROY ST||DAVENPORT|IA|52804|valentine.longbotham@WorkEmail.com||2580182207|1246959972|A|A|PZD|20200401|20331231|PZD8949999|TYPS Holdings North America
88438626600|884386266|884386266|00|18|Chase||Raible||19781002|M|3221 ADDISON ST||MOLINE|IL|61265|chase.raible@WorkEmail.com||5654996093|6820111959|B|B|PZD|20230301|20331231|PZD8949999|TYPS Holdings North America
88402398800|884023988|884023988|00|18|Stewart|R|Aumann||19671008|M|640 EGRET ST||LONG GROVE|IA|52756|stewart.aumann@WorkEmail.com|stewartraumann@gmail.com|9103113263|8966024639|A|A|PZD|19970101|20331231|PZD8949999|TYPS Holdings North America
88593556300|885935563|885935563|00|18|Burton||Gorri||19650301|M|10638 DARKWOOD CT||DAVENPORT|IA|52806|burton.gorri@WorkEmail.com||9929330791|5358284371|A|A|PZD|19990701|20331231|PZD8949999|TYPS Holdings North America
88587838200|885878382|885878382|00|18|Arthur||Skrocki||19710120|M|1792 SORA ST||ROCK ISLAND|IL|61201|arthur.skrocki@WorkEmail.com||2960246191|7839016150|A|A|PZD|20140101|20331231|PZD8949999|TYPS Holdings North America
88259670900|882596709|882596709|00|18|Sharon||Gurne||19590605|F|12499 COURSEY BLVD||DAVENPORT|IA|52802|sharon.gurne@WorkEmail.com||5229916237|7088835262|HN|HN|FPO|20191101|20331231|FPO7949699|Barney Healthcare System
88462012300|884620123|884620123|00|18|Quentin|L|Cumings||19590726|M|7124 ALBANY ST||EAST MOLINE|IL|61244|quentin.cumings@WorkEmail.com|quentinlcumings@gmail.com|9700461588|7365132961|B|B|PZD|20210801|20331231|PZD8949999|TYPS Holdings North America
88160153104|881601531|881601531|04|01|Maris||Ghelfi||19830318|F|4631 PERKINS RD||BUFFALO|IA|52728|maris.ghelfi@WorkEmail.com||5737752118|2110114181|A|A|PZD|20170401|20331231|PZD8949999|TYPS Holdings North America
88160153100|881601531|881601531|00|18|Mohammad|D|Ghelfi||19811114|M|4631 PERKINS RD||BUFFALO|IA|52728|mohammad.ghelfi@WorkEmail.com|mohammaddghelfi@gmail.com|5737752118|7364685735|A|A|PZD|20011001|20331231|PZD8949999|TYPS Holdings North America
88434240700|884342407|884342407|00|18|Knox||Hulsey||19771206|M|10855 FIELDCREST DR||ELDRIDGE|IA|52748|knox.hulsey@WorkEmail.com||6927628191|5053639574|A|A|PZD|20110101|20331231|PZD8949999|TYPS Holdings North America
88541001702|885410017|885410017|02|01|Maggy||Newgent||19740720|F|9226 ESSEX BAY CT||STOCKTON|IA|52769|maggy.newgent@WorkEmail.com||4601955409|4557960182|A|A|PZD|20100912|20331231|PZD8949999|TYPS Holdings North America
88541001700|885410017|885410017|00|18|Dalton|R|Newgent||19810908|M|9226 ESSEX BAY CT||STOCKTON|IA|52769|dalton.newgent@WorkEmail.com|daltonrnewgent@gmail.com|4601955409|3173863855|A|A|PZD|20030101|20331231|PZD8949999|TYPS Holdings North America
88265241201|882652412|882652412|01|01|Destiny||Lippincott||19770506|F|804 MAIN ST||EAST MOLINE|IL|61244|destiny.lippincott@WorkEmail.com||9433739162|3772358973|A|A|PZD|20220401|20331231|PZD8949999|TYPS Holdings North America
88714233000|887142330|887142330|00|18|Erich|L|Hutchen||19670606|M|2265 GOUDCHAUX ST||MILAN|IL|61264|erich.hutchen@WorkEmail.com|erichlhutchen@gmail.com|5158282094|2124280384|A|A|PZD|19990101|20331231|PZD8949999|TYPS Holdings North America
88915584001|889155840|889155840|01|01|Adena||Seng||19680828|F|9928 W MOHAWK AVE||EAST MOLINE|IL|61244|adena.seng@WorkEmail.com||8195065376|5151532390|A|A|PZD|20131001|20331231|PZD8949999|TYPS Holdings North America
88328919900|883289199|883289199|00|18|Talon||Hassett||19600914|M|7472 PENNHILL DR||WAVERLY|IA|50677|talon.hassett@WorkEmail.com||9279863508|2100868020|HRU|HRU|FPO|20211001|20331231|FPO7949699|Barney Healthcare System
88124587501|881245875|881245875|01|01|Dawn||Zieglen||19640802|F|2137 KANSAS ST||ESTERO|FL|33928|dawn.zieglen@WorkEmail.com||4374571652|2969727921|HN|HN|FPO|20221001|20331231|FPO7949699|Barney Healthcare System
88595831000|885958310|885958310|00|18|Tate||Geerken||19790425|M|3946 NOAH ST||CLINTON|IA|52732|tate.geerken@WorkEmail.com||6887289597|3196353437|A|A|PZD|20230101|20331231|PZD8949999|TYPS Holdings North America
88853602600|888536026|888536026|00|18|Laith||Reliford||19810114|M|3160 LORRAINE ST||NEW WINDSOR|IL|61465|laith.reliford@WorkEmail.com||4893201766|8843195219|A|A|PZD|20150701|20331231|PZD8949999|TYPS Holdings North America
88721774700|887217747|887217747|00|18|Cairo|J|Baltes||19750731|M|2735 TANNER ST||COLONA|IL|61241|cairo.baltes@WorkEmail.com|cairojbaltes@gmail.com|7264549438|8795064575|A|A|PZD|19950401|20331231|PZD8949999|TYPS Holdings North America
88392744400|883927444|883927444|00|18|Marsden||Szerbin||19750410|M|11008 CHALICE DR||EAST MOLINE|IL|61244|marsden.szerbin@WorkEmail.com||6509814676|7279282887|A|A|PZD|19951001|20331231|PZD8949999|TYPS Holdings North America
88657985601|886579856|886579856|01|01|Venus|L|Frankenberg||19541201|F|249 CHAPELVIEW CT||HOWEY IN THE HILLS|FL|34737|venus.frankenberg@WorkEmail.com|venuslfrankenberg@gmail.com|3669191664|9207442682|B|B|PZD|20200601|20331231|PZD8949999|TYPS Holdings North America
88657985600|886579856|886579856|00|18|Rigel|J|Frankenberg||19620808|M|249 CHAPELVIEW CT||HOWEY IN THE HILLS|FL|34737|rigel.frankenberg@WorkEmail.com|rigeljfrankenberg@gmail.com|3669191664|8818660224|B|B|PZD|20200601|20331231|PZD8949999|TYPS Holdings North America
88262378401|882623784|882623784|01|01|Tatyana||Celedon||19590303|F|7724 PRESCOTT RD||BLUE GRASS|IA|52726|tatyana.celedon@WorkEmail.com||7287068916|9844824592|B|B|PZD|20200601|20331231|PZD8949999|TYPS Holdings North America
88282525300|882825253|882825253|00|18|Wallace|D|Westbrooks||19781217|M|850 EDDIE ROBINSON SR DR||BETTENDORF|IA|52722|wallace.westbrooks@WorkEmail.com|wallacedwestbrooks@gmail.com|1391633967|5679042963|A|A|PZD|20010402|20331231|PZD8949999|TYPS Holdings North America
88728367100|887283671|887283671|00|18|Nomlanga||Militante||19830804|F|1794 BOULEVARD DE PROVINCE||PRESTON|IA|52069|nomlanga.militante@WorkEmail.com||3715226943|7707690442|A|A|PZD|20170201|20331231|PZD8949999|TYPS Holdings North America
88634449500|886344495|886344495|00|18|Vaughan|A|Dominick||19650723|M|4710 MAPLE ST||ROCK ISLAND|IL|61201|vaughan.dominick@WorkEmail.com|vaughanadominick@gmail.com|2605157163|7094646245|A|A|PZD|19920101|20331231|PZD8949999|TYPS Holdings North America
88352527101|883525271|883525271|01|01|Karly|A|Dooney||19591017|F|10129 RUNNYMEDE AVE|BOX 365|ERIE|IL|61250|karly.dooney@WorkEmail.com|karlyadooney@gmail.com|3062569722|7465949379|A|A|PZD|19980401|20331231|PZD8949999|TYPS Holdings North America
88671323901|886713239|886713239|01|01|Joseph||Fortmann||19711026|M|514 LAKE VILLA DR||MAQUOKETA|IA|52060|joseph.fortmann@WorkEmail.com||8442375930|3477872414|A|A|PZD|20230501|20331231|PZD8949999|TYPS Holdings North America
88671323900|886713239|886713239|00|18|Germaine||Fortmann||19770518|F|514 LAKE VILLA DR||MAQUOKETA|IA|52060|germaine.fortmann@WorkEmail.com||8442375930|6840011673|A|A|PZD|20230501|20331231|PZD8949999|TYPS Holdings North America
88755325800|887553258|887553258|00|18|Evan|C|Clater||19840402|M|553 CORNELL AVE||ROCK ISLAND|IL|61201|evan.clater@WorkEmail.com|evancclater@gmail.com|4811399863|3594263796|A|A|PZD|20060101|20331231|PZD8949999|TYPS Holdings North America
88415678900|884156789|884156789|00|18|Kadeem|A|Quaas||19621216|M|22415 HUNT RD||CAMANCHE|IA|52730|kadeem.quaas@WorkEmail.com|kadeemaquaas@gmail.com|7572795143|4724832386|A|A|PZD|20010102|20331231|PZD8949999|TYPS Holdings North America
88770689002|887706890|887706890|02|01|Rose||Skinsacos||19781108|F|12175 FLORIDA BLVD||ELDRIDGE|IA|52748|rose.skinsacos@WorkEmail.com||9334547822|3660123632|A|A|PZD|20101015|20331231|PZD8949999|TYPS Holdings North America
88295991701|882959917|882959917|01|01|Britanni|J|Corgiat||19760618|F|15814 FERRELL AVE||SHERRARD|IL|61281|britanni.corgiat@WorkEmail.com|britannijcorgiat@gmail.com|9810787080|4490866265|A|A|PZD|19960727|20331231|PZD8949999|TYPS Holdings North America
88844019600|888440196|888440196|00|18|Vance||Mcdavitt||19831229|M|11811 THORNBERRY LN||COLONA|IL|61241|vance.mcdavitt@WorkEmail.com||9378848182|8311675861|A|A|PZD|20230101|20331231|PZD8949999|TYPS Holdings North America
88293061200|882930612|882930612|00|18|Deacon||Bale||19800412|M|7062 SEVENOAKS AVE||LONE TREE|IA|52755|deacon.bale@WorkEmail.com||4250328093|4444025247|HN|HN|FPO|20230301|20331231|FPO7949699|Barney Healthcare System
88436236201|884362362|884362362|01|01|Rose|M|Lionberger||19680912|F|4116 W.E. HECK CT||DAVENPORT|IA|52806|rose.lionberger@WorkEmail.com|rosemlionberger@gmail.com|8523673815|1579701527|A|A|PZD|19940101|20331231|PZD8949999|TYPS Holdings North America
88899614903|888996149|888996149|03|01|Jaquelyn||Lundemo||19801106|F|3010 SHELLEY ST||ERIE|IL|61250|jaquelyn.lundemo@WorkEmail.com||7917581400|8196300594|A|A|PZD|20181224|20331231|PZD8949999|TYPS Holdings North America
88599193701|885991937|885991937|01|01|Kelsey|M|Kowalcyk||19810326|F|10543 S GLENSTONE PL||ANDALUSIA|IL|61232|kelsey.kowalcyk@WorkEmail.com|kelseymkowalcyk@gmail.com|3585296249|6554139428|A|A|PZD|20070601|20331231|PZD8949999|TYPS Holdings North America
88599193700|885991937|885991937|00|18|Reuben|J|Kowalcyk||19800313|M|10543 S GLENSTONE PL||ANDALUSIA|IL|61232|reuben.kowalcyk@WorkEmail.com|reubenjkowalcyk@gmail.com|3585296249|8944387268|A|A|PZD|20040401|20331231|PZD8949999|TYPS Holdings North America
88421877700|884218777|884218777|00|18|Nola||Sprout||19600928|F|17860 CHANCELLORSVILLE AVE||DAVENPORT|IA|52803|nola.sprout@WorkEmail.com||6416075835|5873269634|B|B|PZD|20200801|20331231|PZD8949999|TYPS Holdings North America
88126130901|881261309|881261309|01|01|Helen|L|Feehan||19721108|F|8534 W ELM GROVE PL||PORT BYRON|IL|61275|helen.feehan@WorkEmail.com|helenlfeehan@gmail.com|1141812246|1112099611|A|A|PZD|20060405|20331231|PZD8949999|TYPS Holdings North America
88824518501|888245185|888245185|01|01|Althea|J|Nap||19730701|F|18461 DOC OLENA DR||DIXON|IA|52745|althea.nap@WorkEmail.com|altheajnap@gmail.com|9947595130|2118251123|A|A|PZD|19990815|20331231|PZD8949999|TYPS Holdings North America
88824518500|888245185|888245185|00|18|Reuben|R|Nap||19711222|M|18461 DOC OLENA DR||DIXON|IA|52745|reuben.nap@WorkEmail.com|reubenrnap@gmail.com|9947595130|9645628607|A|A|PZD|19950101|20331231|PZD8949999|TYPS Holdings North America
88821843901|888218439|888218439|01|01|Alika||Areas||19730331|F|13906 GOODWOOD DR|PO BOX 68|DUNKERTON|IA|50626|alika.areas@WorkEmail.com||1616864465|3236380000|A|A|PZD|20230101|20331231|PZD8949999|TYPS Holdings North America
